-3	-3	0.235356	-0.0392283	-0.0392396	0.00221564	0.000679095
-3	-2.85366	0.241167	-0.0422061	-0.0401586	0.00237844	0.000614246
-3	-2.70732	0.247105	-0.0454013	-0.0409832	0.00254582	0.000529605
-3	-2.56098	0.253156	-0.0488186	-0.0416857	0.00271534	0.000422241
-3	-2.41463	0.259298	-0.052459	-0.0422344	0.00288372	0.000289177
-3	-2.26829	0.265508	-0.0563185	-0.0425935	0.00304674	0.000127539
-3	-2.12195	0.271754	-0.0603871	-0.0427238	0.00319913	-6.52344e-05
-3	-1.97561	0.277999	-0.0646468	-0.042583	0.00333451	-0.000291123
-3	-1.82927	0.284202	-0.0690708	-0.0421267	0.0034454	-0.000551194
-3	-1.68293	0.290311	-0.0736216	-0.0413099	0.00352333	-0.000845216
-3	-1.53659	0.296273	-0.0782502	-0.0400889	0.00355911	-0.00117125
-3	-1.39024	0.302023	-0.0828952	-0.0384238	0.00354324	-0.00152525
-3	-1.2439	0.307495	-0.0874828	-0.0362817	0.00346649	-0.00190075
-3	-1.09756	0.312618	-0.0919276	-0.0336397	0.0033207	-0.00228864
-3	-0.95122	0.317316	-0.0961347	-0.0304886	0.00309968	-0.00267727
-3	-0.804878	0.321517	-0.100003	-0.026836	0.00280014	-0.00305274
-3	-0.658537	0.325147	-0.103429	-0.0227089	0.00242262	-0.00339963
-3	-0.512195	0.328142	-0.106313	-0.0181551	0.00197209	-0.00370196
-3	-0.365854	0.330444	-0.108565	-0.0132427	0.00145828	-0.00394454
-3	-0.219512	0.332005	-0.110111	-0.00805889	0.000895406	-0.00411431
-3	-0.0731707	0.332794	-0.110898	-0.00270573	0.000301437	-0.00420167
-3	0.0731707	0.332794	-0.110898	0.00270503	-0.000303178	-0.00420157
-3	0.219512	0.332005	-0.110111	0.0080582	-0.000897125	-0.00411399
-3	0.365854	0.330444	-0.108565	0.013242	-0.00145996	-0.00394402
-3	0.512195	0.328143	-0.106313	0.0181544	-0.0019737	-0.00370125
-3	0.658537	0.325148	-0.103429	0.0227083	-0.00242415	-0.00339873
-3	0.804878	0.321517	-0.100003	0.0268354	-0.00280158	-0.00305169
-3	0.95122	0.317317	-0.0961352	0.0304881	-0.00310101	-0.00267607
-3	1.09756	0.312618	-0.0919281	0.0336392	-0.00332192	-0.00228732
-3	1.2439	0.307496	-0.0874833	0.0362813	-0.00346758	-0.00189933
-3	1.39024	0.302024	-0.0828958	0.0384235	-0.00354421	-0.00152375
-3	1.53659	0.296273	-0.0782508	0.0400886	-0.00355995	-0.00116969
-3	1.68293	0.290312	-0.0736222	0.0413096	-0.00352404	-0.000843621
-3	1.82927	0.284203	-0.0690713	0.0421265	-0.00344599	-0.000549579
-3	1.97561	0.278	-0.0646474	0.0425828	-0.00333499	-0.000289504
-3	2.12195	0.271755	-0.0603877	0.0427236	-0.00319951	-6.36258e-05
-3	2.26829	0.265509	-0.0563191	0.0425934	-0.00304702	0.000129125
-3	2.41463	0.259299	-0.0524596	0.0422343	-0.0028839	0.000290731
-3	2.56098	0.253157	-0.0488191	0.0416857	-0.00271544	0.000423754
-3	2.70732	0.247106	-0.0454018	0.0409832	-0.00254585	0.00053107
-3	2.85366	0.241168	-0.0422066	0.0401586	-0.0023784	0.000615659
-2.85366	-3	0.241165	-0.0401458	-0.0422173	0.00238076	0.000849826
-2.85366	-2.85366	0.247428	-0.0433555	-0.0433684	0.00257159	0.000792083
-2.85366	-2.70732	0.253854	-0.0468218	-0.0444336	0.00277056	0.00071251
-2.85366	-2.56098	0.260427	-0.0505541	-0.0453819	0.00297528	0.000607346
-2.85366	-2.41463	0.267129	-0.0545579	-0.0461773	0.00318237	0.000472625
-2.85366	-2.26829	0.273933	-0.0588339	-0.0467782	0.00338725	0.000304334
