-3	-3	0.235356	-0.0392283	-0.0392396	0.00207842	0.002022
-3	-2.85366	0.241167	-0.0422061	-0.0401586	0.00231531	0.00209109
-3	-2.70732	0.247105	-0.0454013	-0.0409832	0.00257505	0.00214951
-3	-2.56098	0.253156	-0.0488186	-0.0416857	0.00285809	0.00219347
-3	-2.41463	0.259298	-0.052459	-0.0422344	0.00316428	0.00221855
-3	-2.26829	0.265508	-0.0563185	-0.0425935	0.00349255	0.00221976
-3	-2.12195	0.271754	-0.0603871	-0.0427238	0.00384075	0.00219155
-3	-1.97561	0.277999	-0.0646468	-0.042583	0.00420531	0.00212805
-3	-1.82927	0.284202	-0.0690708	-0.0421267	0.00458101	0.0020232
-3	-1.68293	0.290311	-0.0736216	-0.0413099	0.00496075	0.0018712
-3	-1.53659	0.296273	-0.0782502	-0.0400889	0.00533539	0.00166693
-3	-1.39024	0.302023	-0.0828952	-0.0384238	0.00569379	0.00140653
-3	-1.2439	0.307495	-0.0874828	-0.0362817	0.00602292	0.00108806
-3	-1.09756	0.312618	-0.0919276	-0.0336397	0.0063084	0.000712177
-3	-0.95122	0.317316	-0.0961347	-0.0304886	0.00653513	0.000282737
-3	-0.804878	0.321517	-0.100003	-0.026836	0.00668837	-0.000192761
-3	-0.658537	0.325147	-0.103429	-0.0227089	0.00675491	-0.000703045
-3	-0.512195	0.328142	-0.106313	-0.0181551	0.00672439	-0.00123332
-3	-0.365854	0.330444	-0.108565	-0.0132427	0.0065906	-0.001766
-3	-0.219512	0.332005	-0.110111	-0.00805889	0.00635244	-0.0022818
-3	-0.0731707	0.332794	-0.110898	-0.00270573	0.00601447	-0.00276128
-3	0.0731707	0.332794	-0.110898	0.00270503	0.00558684	-0.00318641
-3	0.219512	0.332005	-0.110111	0.0080582	0.00508463	-0.00354215
-3	0.365854	0.330444	-0.108565	0.013242	0.00452659	-0.00381768
-3	0.512195	0.328143	-0.106313	0.0181544	0.00393359	-0.00400709
-3	0.658537	0.325148	-0.103429	0.0227083	0.00332684	-0.00410958
-3	0.804878	0.321517	-0.100003	0.0268354	0.0027263	-0.00412907
-3	0.95122	0.317317	-0.0961352	0.0304881	0.00214937	-0.00407333
-3	1.09756	0.312618	-0.0919281	0.0336392	0.00160998	-0.00395294
-3	1.2439	0.307496	-0.0874833	0.0362813	0.00111828	-0.00378003
-3	1.39024	0.302024	-0.0828958	0.0384235	0.000680571	-0.00356725
-3	1.53659	0.296273	-0.0782508	0.0400886	0.000299714	-0.0033268
-3	1.68293	0.290312	-0.0736222	0.0413096	-2.43314e-05	-0.00306978
-3	1.82927	0.284203	-0.0690713	0.0421265	-0.000293852	-0.00280577
-3	1.97561	0.278	-0.0646474	0.0425828	-0.00051272	-0.00254263
-3	2.12195	0.271755	-0.0603877	0.0427236	-0.000685803	-0.00228651
-3	2.26829	0.265509	-0.0563191	0.0425934	-0.000818459	-0.00204192
-3	2.41463	0.259299	-0.0524596	0.0422343	-0.000916152	-0.00181197
-3	2.56098	0.253157	-0.0488191	0.0416857	-0.000984169	-0.00159856
-3	2.70732	0.247106	-0.0454018	0.0409832	-0.00102744	-0.00140264
-3	2.85366	0.241168	-0.0422066	0.0401586	-0.00105041	-0.00122439
-2.85366	-3	0.241165	-0.0401458	-0.0422173	0.00215105	0.0022577
-2.85366	-2.85366	0.247428	-0.0433555	-0.0433684	0.00241294	0.00235156
-2.85366	-2.70732	0.253854	-0.0468218	-0.0444336	0.00270297	0.00243582
-2.85366	-2.56098	0.260427	-0.0505541	-0.0453819	0.00302239	0.00250616
-2.85366	-2.41463	0.267129	-0.0545579	-0.0461773	0.00337177	0.00255738
-2.85366	-2.26829	0.273933	-0.0588339	-0.0467782	0.00375073	0.00258342
-2.85366	-2.12195	0.280808	-0.0633757	-0.0471381	0.00415761	0.0025774
-2.85366	-1.97561	0.287716	-0.068168	-0.0472056	0.00458909	0.00253171
-2.85366	-1.82927	0.294608	-0.0731849	-0.0469254	0.00503976	0.00243832
-2.85366	-1.68293	0.30143	-0.0783875	-0.0462401	0.00550174	0.0022891
-2.85366	-1.53659	0.308119	-0.0837221	-0.0450922	0.00596441	0.00207651
-2.85366	-1.39024	0.314602	-0.0891188	-0.0434273	0.00641425	0.00179427
-2.85366	-1.2439	0.320802	-0.0944911	-0.0411982	0.00683492	0.00143834
-2.85366	-1.09756	0.326631	-0.0997359	-0.0383689	0.00720777	0.00100787
-2.85366	-0.95122	0.332001	-0.104736	-0.03492	0.00751268	0.000506222
-2.85366	-0.804878	0.336821	-0.109364	-0.0308532	0.00772943	-5.82906e-05
-2.85366	-0.658537	0.341003	-0.113487	-0.0261953	0.00783937	-0.000672018
-2.85366	-0.512195	0.344462	-0.116976	-0.0210004	0.0078274	-0.00131616
-2.85366	-0.365854	0.347127	-0.119711	-0.0153512	0.00768386	-0.00196764
-2.85366	-0.219512	0.348938	-0.121595	-0.00935577	0.00740617	-0.00260072
-2.85366	-0.0731707	0.349855	-0.122555	-0.00314348	0.00699966	-0.00318908
-2.85366	0.0731707	0.349855	-0.122555	0.00314269	0.00647765	-0.00370828
-2.85366	0.219512	0.348938	-0.121595	0.00935499	0.00586047	-0.00413804
-2.85366	0.365854	0.347127	-0.119712	0.0153504	0.00517362	-0.00446406
-2.85366	0.512195	0.344463	-0.116976	0.0209997	0.00444537	-0.0046791
-2.85366	0.658537	0.341003	-0.113487	0.0261946	0.00370421	-0.00478309
-2.85366	0.804878	0.336822	-0.109364	0.0308526	0.00297647	-0.00478247
-2.85366	0.95122	0.332002	-0.104737	0.0349194	0.00228451	-0.00468884
-2.85366	1.09756	0.326632	-0.0997365	0.0383684	0.0016456	-0.00451726
-2.85366	1.2439	0.320803	-0.0944917	0.0411977	0.00107152	-0.0042845
-2.85366	1.39024	0.314603	-0.0891195	0.0434269	0.000568834	-0.00400749
-2.85366	1.53659	0.30812	-0.0837227	0.0450918	0.000139487	-0.00370211
-2.85366	1.68293	0.301431	-0.0783881	0.0462398	-0.000218228	-0.00338232
-2.85366	1.82927	0.294609	-0.0731856	0.0469251	-0.000508697	-0.00305975
-2.85366	1.97561	0.287717	-0.0681687	0.0472054	-0.000738051	-0.0027436
-2.85366	2.12195	0.28081	-0.0633764	0.0471379	-0.000913357	-0.00244065
-2.85366	2.26829	0.273934	-0.0588346	0.0467781	-0.00104199	-0.00215561
-2.85366	2.41463	0.26713	-0.0545586	0.0461772	-0.00113116	-0.0018914
-2.85366	2.56098	0.260429	-0.0505547	0.0453819	-0.00118762	-0.0016495
-2.85366	2.70732	0.253855	-0.0468224	0.0444336	-0.00121747	-0.0014303
-2.85366	2.85366	0.247429	-0.0433561	0.0433684	-0.00122606	-0.00123337
-2.70732	-3	0.247101	-0.0409688	-0.0454123	0.00221322	0.00251633
-2.70732	-2.85366	0.253852	-0.044419	-0.0468346	0.00250121	0.00264025
-2.70732	-2.70732	0.260806	-0.0481701	-0.0481848	0.00282353	0.00275654
-2.70732	-2.56098	0.26795	-0.0522379	-0.0494289	0.00318249	0.00286035
-2.70732	-2.41463	0.275266	-0.0566344	-0.0505265	0.00357975	0.00294569
-2.70732	-2.26829	0.282728	-0.0613667	-0.0514299	0.00401601	0.00300538
-2.70732	-2.12195	0.290306	-0.0664341	-0.0520844	0.00449053	0.00303093
-2.70732	-1.97561	0.297957	-0.0718264	-0.0524281	0.00500064	0.00301269
-2.70732	-1.82927	0.305632	-0.0775206	-0.0523927	0.00554114	0.00294005
-2.70732	-1.68293	0.31327	-0.0834782	-0.0519053	0.00610363	0.0028019
-2.70732	-1.53659	0.320798	-0.089642	-0.0508908	0.00667605	0.00258729
-2.70732	-1.39024	0.328135	-0.0959339	-0.0492755	0.00724222	0.00228644
-2.70732	-1.2439	0.335188	-0.102253	-0.0469924	0.00778176	0.00189199
-2.70732	-1.09756	0.341854	-0.108475	-0.0439868	0.00827056	0.00140049
-2.70732	-0.95122	0.348025	-0.114456	-0.0402235	0.00868173	0.00081393
-2.70732	-0.804878	0.353589	-0.120033	-0.0356937	0.00898736	0.000141034
-2.70732	-0.658537	0.358436	-0.125036	-0.0304211	0.00916092	-0.000601867
-2.70732	-0.512195	0.36246	-0.129294	-0.0244667	0.00918015	-0.00139084
-2.70732	-0.365854	0.365568	-0.132649	-0.0179297	0.00903003	-0.00219538
-2.70732	-0.219512	0.367686	-0.134967	-0.010946	0.00870533	-0.00298064
-2.70732	-0.0731707	0.368758	-0.136151	-0.00368097	0.00821217	-0.00371052
-2.70732	0.0731707	0.368758	-0.136151	0.00368008	0.00756822	-0.0043513
-2.70732	0.219512	0.367686	-0.134967	0.0109451	0.00680132	-0.00487522
-2.70732	0.365854	0.365569	-0.132649	0.0179289	0.00594667	-0.00526317
-2.70732	0.512195	0.36246	-0.129294	0.0244659	0.00504322	-0.00550629
-2.70732	0.658537	0.358436	-0.125036	0.0304204	0.0041297	-0.00560603
-2.70732	0.804878	0.35359	-0.120033	0.035693	0.00324118	-0.00557288
-2.70732	0.95122	0.348026	-0.114456	0.0402229	0.00240653	-0.00542423
-2.70732	1.09756	0.341855	-0.108476	0.0439862	0.00164701	-0.00518172
-2.70732	1.2439	0.335189	-0.102254	0.0469919	0.000976002	-0.00486862
-2.70732	1.39024	0.328136	-0.0959346	0.0492751	0.000399642	-0.00450768
-2.70732	1.53659	0.320799	-0.0896428	0.0508904	-8.19838e-05	-0.00411948
-2.70732	1.68293	0.313271	-0.083479	0.051905	-0.00047335	-0.0037215
-2.70732	1.82927	0.305634	-0.0775214	0.0523924	-0.00078202	-0.00332767
-2.70732	1.97561	0.297959	-0.0718271	0.0524279	-0.00101733	-0.00294844
